@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute class {'1','2'}
@data
0.639530492117656,0.847771320589672,0.149543298529543,0.906679062347253,-0.69243932472413,0.203879907267468,0.468186870229796,1.42506671959336,'2'
-0.844334818898537,-1.12266474490539,-0.160441190730076,0.530555807099131,-0.69243932472413,-0.683976213809818,-0.364823030377661,-0.190547729346606,'1'
1.23307661652413,1.94245802364248,-0.263769353816616,-1.28737325993346,-0.69243932472413,-1.1025369566034,0.604003701850577,-0.105515389928713,'2'
-0.844334818898537,-0.997557693127925,-0.160441190730076,0.154432551851009,0.123221343788816,-0.493721330721828,-0.920162964115966,-1.04087112352554,'1'
-1.14110788110178,0.503726928201645,-1.50370731085509,0.906679062347253,0.765337189213901,1.40882750015807,5.48133703294351,-0.0204830505108204,'2'
0.342757429914417,-0.153085093630042,0.252871461616083,-1.28737325993346,-0.69243932472413,-0.810812802535145,-0.817545802446931,-0.275580068764499,'1'
-0.25078869449206,-1.34160208551595,-0.987066495422395,0.718617434723192,0.0711578968624575,-0.125895223418381,-0.67569266719856,-0.615709426436071,'2'
1.82662274093061,-0.184361856574408,-3.57027057258589,-1.28737325993346,-0.69243932472413,0.419502108100523,-1.01976197397121,-0.360612408182392,'1'
-0.547561756695298,2.38033270486361,0.0462151354430032,1.53355115442746,4.01930262211129,-0.189313517781044,-0.947326330440122,1.68016373784704,'2'
1.23307661652413,0.128405772869253,1.38948125556802,-1.28737325993346,-0.69243932472413,-4.05782947390351,-0.723983096219282,1.76519607726493,'2'
0.0459843677111789,-0.340745671296238,1.18282492939494,-1.28737325993346,-0.69243932472413,0.711226262168775,-0.847727320584882,-0.275580068764499,'1'
1.82662274093061,1.47330657947699,0.252871461616083,-1.28737325993346,-0.69243932472413,0.761960897658906,0.196553206988234,0.0645492889070726,'2'
1.82662274093061,0.566280454090377,0.562855950875702,-1.28737325993346,-0.69243932472413,-0.620557919447155,2.92496244665904,2.02029309551861,'1'
-0.844334818898537,2.13011860130868,-0.470425679989696,0.154432551851009,6.64850669189238,-0.240048153271175,-0.22296989512929,2.1903577743544,'2'
0.342757429914417,1.41075305358826,0.149543298529543,-0.0963162849810729,0.826077877294652,-0.785445484790079,0.347460797677991,1.51009905901125,'2'
0.936303554320895,-0.653513300739898,-3.57027057258589,-1.28737325993346,-0.69243932472413,-0.252731812143708,0.0365911608570918,-0.105515389928713,'2'
-1.14110788110178,-0.0905315677413095,0.769512277048782,1.6589255728435,1.30332614078627,1.75128628971645,0.238807332381366,-0.190547729346606,'2'
0.936303554320895,-0.434575960129336,0.252871461616083,-1.28737325993346,-0.69243932472413,-0.303466447633838,-0.657583756315789,-0.190547729346606,'2'
-0.844334818898537,-0.5596830119068,-2.02034812628779,1.09474068997131,0.0277716910904923,1.43419481790314,-0.871872535095244,-0.0204830505108204,'1'
-0.844334818898537,-0.184361856574408,0.0462151354430032,0.593243016307151,0.140575826097602,0.330716495992795,0.172407992477873,-0.105515389928713,'2'
-0.25078869449206,0.159682535813619,0.976168603221861,1.28280231759538,1.34671234655823,0.92684846300183,0.700584559892021,-0.530677087018178,'1'
1.23307661652413,-0.684790063684264,0.769512277048782,-1.28737325993346,-0.69243932472413,0.432185766973056,-0.253151413267241,1.42506671959336,'1'
0.936303554320895,2.34905594191924,1.0794967663084,-1.28737325993346,-0.69243932472413,0.990266757364493,-0.0630078489981475,0.659775664832323,'2'
1.52984967872737,-0.0592548047969435,0.562855950875702,0.906679062347253,-0.69243932472413,-0.379568400869034,-0.630420389991633,-0.360612408182392,'2'
2.12339580313385,0.691387505867841,1.28615309248148,0.781304643931212,0.574437883817254,0.584389673443448,-0.657583756315789,1.51009905901125,'2'
1.82662274093061,0.128405772869253,0.0462151354430032,0.34249417947507,0.30544340803107,-0.113211564545848,-0.805473195191751,0.659775664832323,'2'
0.936303554320895,0.816494557645306,0.356199624702623,-1.28737325993346,-0.69243932472413,0.939532121874363,-0.648529300874404,0.829840343668109,'2'
-0.844334818898537,-0.747343589572996,-0.160441190730076,-0.347065121813154,0.522374436890896,-1.11522061547593,0.0456456162984772,-0.955838784107643,'1'
2.71694192754033,0.753941031756574,0.666184113962242,-0.0963162849810729,0.262057202259104,-1.24205720420126,-0.684747122639945,2.02029309551861,'1'
0.342757429914417,-0.121808330685676,1.18282492939494,-1.28737325993346,-0.69243932472413,0.267298201630132,-0.407077155770793,0.404678646578644,'1'
0.342757429914417,-0.372022434240604,0.304535543159353,0.34249417947507,-0.69243932472413,0.508287720208252,0.22371657331239,2.27539011377229,'1'
-0.25078869449206,1.16053895003333,0.356199624702623,0.969366271555273,1.43348475810216,-0.0497932701831849,1.14425287651991,-0.445644747600285,'2'
-0.25078869449206,-1.02883445607229,-0.573753843076236,-0.597813958645236,-0.223868302386906,-0.912282073515406,-0.618347782736452,-0.955838784107643,'1'
0.639530492117656,-0.903727404294827,1.18282492939494,-1.28737325993346,-0.69243932472413,-1.53378135826951,-0.856781776026268,-0.445644747600285,'1'
1.82662274093061,0.0345754840361546,0.459527787789162,0.655930225515171,-0.69243932472413,-0.557139625084491,0.121099411643356,0.999905022503895,'1'
0.0459843677111789,-0.5596830119068,-0.470425679989696,0.781304643931212,0.973590976919334,-1.01375134449567,1.49134033510635,-0.0204830505108204,'1'
2.12339580313385,0.535003691146011,0.356199624702623,-1.28737325993346,-0.69243932472413,0.153145271777338,-0.156570555225797,0.149581628324966,'1'
1.52984967872737,-0.590959774851166,0.356199624702623,1.03205348076329,-0.69243932472413,0.115094295159739,0.582876639154011,1.08493736192179,'2'
-0.547561756695298,-0.966280930183559,-0.0571130276435366,1.3454895268034,-0.69243932472413,0.787328215403971,0.0939360453191994,-0.530677087018178,'2'
0.0459843677111789,-0.309468908351872,0.149543298529543,1.6589255728435,1.10374959423523,0.647807967806112,2.77103670415548,1.93526075610072,'2'
